Watching PID 40256 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.007  ;  444900.00;  443214.00;  231200.00
1.007  ;  444900.00;  443214.00;  197600.00
1.007  ;  444900.00;  443214.00;  207060.00
1.007  ;  444900.00;  443214.00;  187056.00
1.007  ;  444900.00;  443214.00;  199892.00
1.007  ;  444900.00;  443214.00;  195060.00
1.007  ;  444900.00;  443214.00;  187200.00
1.007  ;  444900.00;  443214.00;  199660.00
1.007  ;  444900.00;  443214.00;  191188.00
1.007  ;  444900.00;  443214.00;  181348.00
1.007  ;  444900.00;  443214.00;  204368.00
1.007  ;  444900.00;  443214.00;  208716.00
1.007  ;  444900.00;  443214.00;  210172.00
1.007  ;  444900.00;  443214.00;  194100.00
1.007  ;  444900.00;  443214.00;  204140.00
1.007  ;  444900.00;  443214.00;  188156.00
1.007  ;  444900.00;  443214.00;  194508.00
1.008  ;  444900.00;  443214.00;  236008.00
1.007  ;  444900.00;  443214.00;  186472.00
1.007  ;  444900.00;  443214.00;  185588.00
