Watching PID 11771 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.005  ;  313884.00;  312130.00;  115900.00
1.005  ;  313884.00;  312130.00;  127120.00
1.005  ;  313884.00;  312130.00;  121400.00
1.005  ;  313884.00;  312130.00;  119912.00
1.005  ;  313884.00;  312130.00;  127136.00
1.005  ;  313884.00;  312130.00;  125008.00
1.005  ;  313884.00;  312130.00;  126860.00
1.005  ;  313884.00;  312130.00;  121864.00
1.005  ;  313884.00;  312130.00;  119976.00
1.005  ;  313884.00;  312130.00;  126964.00
1.005  ;  313884.00;  312130.00;  120832.00
1.005  ;  313884.00;  312130.00;  115828.00
1.005  ;  313884.00;  312130.00;  119808.00
1.005  ;  313884.00;  312130.00;  130056.00
1.005  ;  313884.00;  312130.00;  119912.00
1.005  ;  313884.00;  312130.00;  126960.00
1.005  ;  313884.00;  312130.00;  121628.00
1.005  ;  313884.00;  312130.00;  119940.00
1.005  ;  313884.00;  312130.00;  126916.00
1.004  ;  313884.00;  312130.00;  121204.00
1.004  ;  313884.00;  312130.00;  119972.00
1.005  ;  313884.00;  312130.00;  126912.00
1.005  ;  313884.00;  312130.00;  121176.00
1.005  ;  313884.00;  312130.00;  119968.00
1.005  ;  313884.00;  312130.00;  126956.00
1.005  ;  313884.00;  312130.00;  120792.00
1.005  ;  313884.00;  312130.00;  119912.00
1.005  ;  313884.00;  312130.00;  130784.00
1.005  ;  313884.00;  312130.00;  119984.00
1.005  ;  313884.00;  312130.00;  126936.00
1.005  ;  313884.00;  312130.00;  121364.00
1.005  ;  313884.00;  312130.00;  120036.00
1.005  ;  313884.00;  312130.00;  126952.00
1.005  ;  313884.00;  312130.00;  125060.00
1.005  ;  313884.00;  312130.00;  127036.00
1.005  ;  313984.00;  312226.00;  122148.00
1.005  ;  313984.00;  312226.00;  122744.00
1.005  ;  313984.00;  312226.00;   59812.00
1.005  ;  313984.00;  312226.00;   19860.00
1.005  ;  313984.00;  312226.00;   11564.00
1.005  ;  313984.00;  312226.00;   19036.00
1.005  ;  313984.00;  312226.00;   19984.00
1.005  ;  313984.00;  312226.00;   11620.00
1.005  ;  313984.00;  312226.00;   19072.00
1.005  ;  313984.00;  312226.00;   20016.00
1.005  ;  313984.00;  312226.00;   11640.00
1.005  ;  313984.00;  312226.00;   19072.00
1.005  ;  313984.00;  312226.00;   20052.00
1.005  ;  313984.00;  312226.00;   11568.00
1.005  ;  313984.00;  312226.00;   19080.00
1.005  ;  313984.00;  312226.00;   20040.00
1.005  ;  313984.00;  312226.00;   12168.00
1.005  ;  313984.00;  312226.00;   11492.00
1.005  ;  267004.00;  265236.00;   38716.00
1.004  ;  267004.00;  265236.00;   41924.00
1.004  ;  267004.00;  265236.00;   42220.00
1.004  ;  267004.00;  265236.00;   34100.00
1.004  ;  267004.00;  265236.00;   26492.00
1.004  ;  267004.00;  265236.00;   33160.00
1.004  ;  271100.00;  269332.00;   36048.00
1.004  ;  275800.00;  274032.00;   36128.00
1.004  ;  280504.00;  278736.00;   38432.00
1.005  ;  285204.00;  283436.00;   42280.00
1.005  ;  297492.00;  295724.00;   42320.00
1.005  ;  311692.00;  309924.00;   42176.00
1.005  ;  316720.00;  314952.00;   84720.00
1.005  ;  316720.00;  314952.00;   95748.00
1.005  ;  316720.00;  314952.00;   90368.00
1.005  ;  316720.00;  314952.00;  100132.00
1.005  ;  316720.00;  314952.00;   96008.00
1.005  ;  316720.00;  314952.00;   90360.00
1.005  ;  316720.00;  314952.00;   96020.00
1.005  ;  316720.00;  314952.00;   94156.00
1.005  ;  316720.00;  314952.00;   96016.00
1.005  ;  316720.00;  314952.00;   91572.00
1.005  ;  316720.00;  314952.00;   96140.00
1.005  ;  316720.00;  314952.00;   95812.00
1.005  ;  316720.00;  314952.00;   94212.00
1.005  ;  316720.00;  314952.00;   95752.00
1.005  ;  316720.00;  314952.00;   96696.00
1.005  ;  316720.00;  314952.00;   90340.00
1.005  ;  316720.00;  314952.00;   95936.00
1.005  ;  316720.00;  314952.00;   89988.00
1.005  ;  316720.00;  314952.00;  100180.00
1.005  ;  316720.00;  314952.00;   95788.00
1.005  ;  316720.00;  314952.00;   90368.00
1.005  ;  316720.00;  314952.00;   95700.00
1.005  ;  316720.00;  314952.00;   93028.00
1.005  ;  316720.00;  314952.00;   90780.00
1.005  ;  316720.00;  314952.00;   95836.00
1.004  ;  316720.00;  314952.00;   94192.00
1.005  ;  316720.00;  314952.00;   95740.00
1.006  ;  316720.00;  314952.00;   96736.00
1.006  ;  316720.00;  314952.00;   90372.00
1.005  ;  316720.00;  314952.00;   95872.00
1.005  ;  316720.00;  314952.00;   92032.00
1.005  ;  316720.00;  314952.00;   95884.00
1.005  ;  316720.00;  314952.00;   90732.00
1.005  ;  316720.00;  314952.00;   92244.00
1.005  ;  316720.00;  314952.00;   95840.00
1.005  ;  316720.00;  314952.00;   94168.00
1.005  ;  316720.00;  314952.00;   95860.00
1.005  ;  316720.00;  314952.00;   96684.00
1.005  ;  316720.00;  314952.00;   90692.00
1.005  ;  316720.00;  314952.00;   95972.00
1.005  ;  316720.00;  314952.00;   90344.00
1.005  ;  316720.00;  314952.00;   95996.00
1.005  ;  316720.00;  314952.00;   94692.00
1.005  ;  316720.00;  314952.00;   90768.00
1.005  ;  316720.00;  314952.00;   95808.00
1.005  ;  316720.00;  314952.00;   90116.00
1.005  ;  316720.00;  314952.00;   95752.00
1.005  ;  316720.00;  314952.00;   96640.00
1.005  ;  316720.00;  314952.00;   89980.00
1.005  ;  316720.00;  314952.00;   95944.00
1.005  ;  316720.00;  314952.00;   94080.00
1.005  ;  316720.00;  314952.00;   95860.00
1.005  ;  316720.00;  314952.00;   96556.00
1.005  ;  316720.00;  314952.00;   90164.00
1.005  ;  316720.00;  314952.00;   95836.00
1.005  ;  316720.00;  314952.00;   90204.00
1.005  ;  316720.00;  314952.00;  100044.00
1.005  ;  316720.00;  314952.00;   95940.00
1.005  ;  316720.00;  314952.00;   94164.00
1.005  ;  316720.00;  314952.00;   95872.00
1.005  ;  316720.00;  314952.00;   96656.00
1.005  ;  316720.00;  314952.00;   90548.00
1.005  ;  316720.00;  314952.00;   95812.00
1.005  ;  316720.00;  314952.00;   90312.00
1.005  ;  316720.00;  314952.00;   95736.00
1.005  ;  316720.00;  314952.00;   92704.00
1.005  ;  316720.00;  314952.00;  102452.00
1.005  ;  316720.00;  314952.00;   27992.00
1.005  ;  316720.00;  314952.00;   19940.00
1.005  ;  316720.00;  314952.00;   11648.00
1.005  ;  316720.00;  314952.00;   19108.00
1.005  ;  316720.00;  314952.00;   20172.00
1.005  ;  316720.00;  314952.00;   11664.00
1.005  ;  316720.00;  314952.00;   19140.00
1.005  ;  316720.00;  314952.00;   20176.00
1.005  ;  316720.00;  314952.00;   11664.00
1.005  ;  316720.00;  314952.00;   19092.00
1.005  ;  316720.00;  314952.00;   20116.00
1.005  ;  316720.00;  314952.00;   11872.00
1.005  ;  316720.00;  314952.00;   11696.00
1.005  ;  316720.00;  314952.00;   20136.00
1.005  ;  316720.00;  314952.00;   12356.00
1.005  ;  316720.00;  314952.00;   11592.00
1.005  ;  316720.00;  314952.00;   38988.00
1.005  ;  316720.00;  314952.00;   41344.00
1.005  ;  316720.00;  314952.00;   40492.00
1.005  ;  316720.00;  314952.00;   30152.00
1.005  ;  316720.00;  314952.00;   31392.00
1.005  ;  316720.00;  314952.00;   33684.00
1.005  ;  316720.00;  314952.00;   35124.00
1.005  ;  316720.00;  314952.00;   37760.00
1.005  ;  316720.00;  314952.00;   42248.00
1.005  ;  316720.00;  314952.00;   42088.00
1.005  ;  316720.00;  314952.00;   42080.00
1.004  ;  316720.00;  314952.00;   41776.00
1.005  ;  317452.00;  315684.00;   80524.00
1.005  ;  317452.00;  315684.00;   95768.00
1.005  ;  317452.00;  315684.00;   90992.00
1.005  ;  317452.00;  315684.00;   95760.00
1.005  ;  317452.00;  315684.00;   89660.00
1.005  ;  317452.00;  315684.00;   95668.00
1.005  ;  317452.00;  315684.00;   96720.00
1.005  ;  317452.00;  315684.00;   90516.00
1.005  ;  317452.00;  315684.00;   95952.00
1.005  ;  317452.00;  315684.00;   93988.00
1.005  ;  317452.00;  315684.00;   95848.00
1.005  ;  317452.00;  315684.00;   96624.00
1.005  ;  317452.00;  315684.00;   90280.00
1.005  ;  317452.00;  315684.00;   95720.00
1.005  ;  317452.00;  315684.00;   90080.00
1.005  ;  317452.00;  315684.00;   99940.00
1.005  ;  317452.00;  315684.00;   96012.00
1.005  ;  317452.00;  315684.00;   93964.00
1.005  ;  317452.00;  315684.00;   95920.00
1.005  ;  317452.00;  315684.00;   96300.00
1.005  ;  317452.00;  315684.00;   90540.00
1.005  ;  317452.00;  315684.00;   95828.00
1.005  ;  317452.00;  315684.00;   90032.00
1.005  ;  317452.00;  315684.00;  100220.00
1.005  ;  317452.00;  315684.00;   95896.00
1.005  ;  317452.00;  315684.00;   94276.00
1.005  ;  317452.00;  315684.00;   95884.00
1.005  ;  317452.00;  315684.00;   96700.00
1.005  ;  317452.00;  315684.00;   90440.00
1.005  ;  317452.00;  315684.00;   95868.00
1.005  ;  317452.00;  315684.00;   90572.00
1.005  ;  317452.00;  315684.00;   95780.00
1.005  ;  317452.00;  315684.00;   89608.00
1.005  ;  317452.00;  315684.00;  100092.00
1.005  ;  317452.00;  315684.00;   95768.00
1.005  ;  317452.00;  315684.00;   94288.00
1.005  ;  317452.00;  315684.00;   95728.00
1.005  ;  317452.00;  315684.00;   94604.00
1.005  ;  317452.00;  315684.00;   88152.00
1.005  ;  317452.00;  315684.00;   95924.00
1.005  ;  317452.00;  315684.00;   90208.00
1.005  ;  317452.00;  315684.00;   95892.00
1.005  ;  317452.00;  315684.00;   91904.00
1.006  ;  317452.00;  315684.00;   90900.00
1.006  ;  317452.00;  315684.00;   95856.00
1.005  ;  317452.00;  315684.00;   90224.00
1.005  ;  317452.00;  315684.00;  100116.00
1.006  ;  317452.00;  315684.00;   95944.00
1.005  ;  317452.00;  315684.00;   94168.00
1.006  ;  317452.00;  315684.00;   95920.00
1.005  ;  317452.00;  315684.00;   96500.00
1.005  ;  317452.00;  315684.00;   91484.00
1.005  ;  317452.00;  315684.00;   95820.00
1.005  ;  317452.00;  315684.00;   90224.00
1.005  ;  317452.00;  315684.00;   99268.00
1.005  ;  317452.00;  315684.00;   95948.00
1.005  ;  317452.00;  315684.00;   94084.00
1.005  ;  317452.00;  315684.00;   95896.00
1.005  ;  317452.00;  315684.00;   96508.00
1.005  ;  317452.00;  315684.00;   90568.00
1.005  ;  317452.00;  315684.00;   95708.00
1.005  ;  317452.00;  315684.00;   90900.00
1.005  ;  317452.00;  315684.00;   99940.00
1.005  ;  317452.00;  315684.00;   95976.00
1.005  ;  317452.00;  315684.00;   89884.00
1.005  ;  317452.00;  315684.00;   98360.00
1.005  ;  317452.00;  315684.00;   92084.00
1.005  ;  317452.00;  315684.00;   27940.00
1.005  ;  317452.00;  315684.00;   20016.00
1.005  ;  317452.00;  315684.00;   11616.00
1.005  ;  317452.00;  315684.00;   19064.00
1.005  ;  317452.00;  315684.00;   20112.00
1.005  ;  317452.00;  315684.00;   12448.00
1.004  ;  317452.00;  315684.00;   11668.00
1.005  ;  317452.00;  315684.00;   20140.00
1.005  ;  317452.00;  315684.00;   19964.00
1.005  ;  317452.00;  315684.00;   11584.00
1.005  ;  317452.00;  315684.00;   20052.00
1.005  ;  317452.00;  315684.00;   19936.00
1.005  ;  317452.00;  315684.00;   11600.00
1.005  ;  317452.00;  315684.00;   19240.00
1.005  ;  317452.00;  315684.00;   19864.00
1.005  ;  317452.00;  315684.00;   11584.00
1.005  ;  282612.00;  280844.00;   25932.00
1.005  ;  282612.00;  280844.00;    3848.00
1.005  ;  282612.00;  280844.00;    4520.00
1.005  ;  282612.00;  280844.00;    4432.00
1.005  ;  282612.00;  280844.00;    4100.00
1.005  ;  282612.00;  280844.00;    3716.00
1.005  ;  282612.00;  280844.00;    4504.00
1.005  ;  282612.00;  280844.00;    5140.00
1.005  ;  282612.00;  280844.00;    4008.00
1.005  ;  282612.00;  280844.00;    3792.00
1.005  ;  282612.00;  280844.00;    4620.00
1.005  ;  282612.00;  280844.00;    4452.00
1.004  ;  282612.00;  280844.00;    4540.00
1.005  ;  282612.00;  280844.00;    4620.00
1.005  ;  282612.00;  280844.00;    4584.00
1.005  ;  282612.00;  280844.00;    3852.00
1.005  ;  282612.00;  280844.00;    3784.00
1.005  ;  282612.00;  280844.00;    4272.00
1.005  ;  282612.00;  280844.00;    3776.00
1.005  ;  282612.00;  280844.00;    3668.00
1.005  ;  282612.00;  280844.00;    5184.00
1.005  ;  282612.00;  280844.00;    3904.00
1.005  ;  282612.00;  280844.00;    3708.00
1.005  ;  282612.00;  280844.00;    4616.00
1.005  ;  282612.00;  280844.00;    4348.00
1.005  ;  282612.00;  280844.00;    4540.00
1.005  ;  282612.00;  280844.00;    4744.00
1.005  ;  282612.00;  280844.00;    4548.00
1.005  ;  282612.00;  280844.00;    4084.00
1.005  ;  282612.00;  280844.00;    3692.00
1.005  ;  282612.00;  280844.00;    4808.00
1.005  ;  282612.00;  280844.00;    3568.00
1.005  ;  282612.00;  280844.00;    3556.00
1.005  ;  282612.00;  280844.00;    4688.00
1.005  ;  282612.00;  280844.00;    4012.00
1.005  ;  282612.00;  280844.00;    3816.00
1.005  ;  282348.00;  280580.00;   71576.00
1.005  ;  275828.00;  274060.00;   87336.00
1.004  ;  269308.00;  267540.00;   82188.00
1.005  ;  262788.00;  261020.00;   88768.00
1.004  ;  262788.00;  261020.00;   76568.00
1.004  ;  256268.00;  254500.00;   84944.00
1.004  ;  249748.00;  247980.00;   80660.00
1.004  ;  243228.00;  241460.00;   84204.00
1.004  ;  236708.00;  234940.00;   81728.00
1.004  ;  236708.00;  234940.00;   76640.00
1.004  ;  230188.00;  228420.00;   78676.00
1.004  ;  223668.00;  221900.00;   78040.00
1.004  ;  217148.00;  215380.00;   81892.00
1.004  ;  210628.00;  208860.00;   77892.00
1.004  ;  210628.00;  208860.00;   51380.00
1.004  ;  211616.00;  209848.00;   41312.00
1.004  ;  215636.00;  213868.00;   41364.00
1.004  ;  219688.00;  217920.00;   42104.00
1.004  ;  220600.00;  218832.00;   43612.00
1.004  ;  224424.00;  222656.00;   36948.00
1.004  ;  234704.00;  232936.00;   40024.00
1.004  ;  247100.00;  245332.00;   36596.00
1.004  ;  255772.00;  254004.00;   35664.00
1.005  ;  265932.00;  264164.00;   35604.00
1.005  ;  269296.00;  267528.00;   93932.00
1.005  ;  269296.00;  267528.00;   95904.00
1.005  ;  269296.00;  267528.00;   93388.00
1.005  ;  269296.00;  267528.00;   94300.00
1.005  ;  269296.00;  267528.00;   94560.00
1.005  ;  269296.00;  267528.00;   91800.00
1.005  ;  269296.00;  267528.00;   95076.00
1.005  ;  269296.00;  267528.00;   92836.00
1.005  ;  269296.00;  267528.00;   94476.00
1.005  ;  269296.00;  267528.00;   95124.00
1.005  ;  269296.00;  267528.00;   89124.00
1.005  ;  269296.00;  267528.00;   92440.00
1.005  ;  269296.00;  267528.00;   92376.00
1.005  ;  269296.00;  267528.00;   89268.00
1.005  ;  269296.00;  267528.00;   92200.00
1.005  ;  269296.00;  267528.00;   96848.00
1.005  ;  269296.00;  267528.00;   93484.00
1.005  ;  269296.00;  267528.00;   90592.00
1.005  ;  269296.00;  267528.00;   90008.00
1.005  ;  269296.00;  267528.00;   95208.00
1.005  ;  269296.00;  267528.00;   95920.00
1.005  ;  269296.00;  267528.00;   93816.00
1.005  ;  269296.00;  267528.00;   94532.00
1.005  ;  269296.00;  267528.00;   92852.00
1.005  ;  269296.00;  267528.00;   96052.00
1.005  ;  269296.00;  267528.00;   94920.00
1.005  ;  269296.00;  267528.00;   94216.00
1.005  ;  269296.00;  267528.00;   92420.00
1.005  ;  269296.00;  267528.00;   91628.00
1.005  ;  269296.00;  267528.00;   96968.00
1.005  ;  269296.00;  267528.00;   93832.00
1.005  ;  269296.00;  267528.00;   94928.00
1.005  ;  269296.00;  267528.00;   93256.00
1.005  ;  269296.00;  267528.00;   90588.00
1.005  ;  269296.00;  267528.00;   97132.00
1.005  ;  269296.00;  267528.00;   94480.00
1.005  ;  269296.00;  267528.00;   93436.00
1.005  ;  269296.00;  267528.00;   94268.00
1.005  ;  269296.00;  267528.00;   94392.00
1.005  ;  269296.00;  267528.00;   91788.00
1.005  ;  269296.00;  267528.00;   95160.00
1.005  ;  269296.00;  267528.00;   92816.00
1.005  ;  269296.00;  267528.00;   94600.00
1.005  ;  269296.00;  267528.00;   95800.00
1.005  ;  269296.00;  267528.00;   90864.00
1.005  ;  269296.00;  267528.00;   95932.00
1.005  ;  269296.00;  267528.00;   91668.00
1.005  ;  269296.00;  267528.00;   94676.00
1.005  ;  269296.00;  267528.00;   95736.00
1.005  ;  269296.00;  267528.00;   91784.00
1.005  ;  269296.00;  267528.00;   96916.00
1.005  ;  269296.00;  267528.00;   93796.00
1.005  ;  269296.00;  267528.00;   94908.00
1.005  ;  269296.00;  267528.00;   93252.00
1.005  ;  269296.00;  267528.00;   96188.00
1.005  ;  269296.00;  267528.00;   89448.00
1.005  ;  269296.00;  267528.00;   94336.00
1.005  ;  269296.00;  267528.00;   93416.00
1.005  ;  269296.00;  267528.00;   94192.00
1.005  ;  269296.00;  267528.00;   93268.00
1.005  ;  269296.00;  267528.00;   90424.00
1.005  ;  269296.00;  267528.00;   95168.00
1.005  ;  269296.00;  267528.00;   92796.00
1.005  ;  269296.00;  267528.00;   94488.00
1.005  ;  269296.00;  267528.00;   95128.00
1.005  ;  269296.00;  267528.00;   89644.00
1.005  ;  269296.00;  267528.00;   96144.00
1.005  ;  269296.00;  267528.00;   91664.00
1.005  ;  269296.00;  267528.00;   94960.00
1.005  ;  269296.00;  267528.00;   95868.00
1.005  ;  269296.00;  267528.00;   91876.00
1.005  ;  269296.00;  267528.00;   97024.00
1.005  ;  269296.00;  267528.00;   93804.00
1.005  ;  269296.00;  267528.00;   95052.00
1.005  ;  269296.00;  267528.00;   90776.00
1.005  ;  269296.00;  267528.00;   96008.00
1.005  ;  269296.00;  267528.00;   93696.00
1.005  ;  269296.00;  267528.00;   91428.00
1.005  ;  269296.00;  267528.00;   94188.00
1.005  ;  269296.00;  267528.00;   91708.00
1.005  ;  269296.00;  267528.00;   97880.00
1.005  ;  269296.00;  267528.00;   93964.00
1.005  ;  269296.00;  267528.00;   93716.00
1.005  ;  269296.00;  267528.00;   98216.00
1.005  ;  269296.00;  267528.00;   42244.00
1.005  ;  269296.00;  267528.00;   19696.00
1.005  ;  269296.00;  267528.00;   19444.00
1.005  ;  269296.00;  267528.00;   11944.00
1.005  ;  269296.00;  267528.00;   16212.00
1.005  ;  269296.00;  267528.00;   19408.00
1.005  ;  269296.00;  267528.00;   19016.00
1.005  ;  269296.00;  267528.00;   18584.00
1.005  ;  269296.00;  267528.00;   18436.00
1.005  ;  269296.00;  267528.00;   11328.00
1.005  ;  269296.00;  267528.00;   13972.00
1.005  ;  269296.00;  267528.00;   17436.00
1.005  ;  269296.00;  267528.00;   18280.00
1.004  ;  208688.00;  206920.00;   36984.00
1.004  ;  211604.00;  209836.00;   40296.00
1.004  ;  215624.00;  213856.00;   40468.00
1.004  ;  219680.00;  217912.00;   40884.00
1.004  ;  220588.00;  218820.00;   40868.00
1.004  ;  224412.00;  222644.00;   43108.00
1.004  ;  234692.00;  232924.00;   46164.00
1.004  ;  246260.00;  244492.00;   35784.00
1.004  ;  255452.00;  253684.00;   35396.00
1.005  ;  265616.00;  263848.00;   35080.00
1.005  ;  268980.00;  267212.00;   91372.00
1.005  ;  268980.00;  267212.00;   96684.00
1.005  ;  268980.00;  267212.00;   92560.00
1.005  ;  268980.00;  267212.00;   96028.00
1.005  ;  268980.00;  267212.00;   94844.00
1.005  ;  268980.00;  267212.00;   94268.00
1.005  ;  268980.00;  267212.00;   95716.00
1.005  ;  268980.00;  267212.00;   91424.00
1.005  ;  268980.00;  267212.00;   97048.00
1.005  ;  268980.00;  267212.00;   93844.00
1.005  ;  268980.00;  267212.00;   94908.00
1.005  ;  268980.00;  267212.00;   93180.00
1.005  ;  268980.00;  267212.00;   96328.00
1.005  ;  268980.00;  267212.00;   92788.00
1.005  ;  268980.00;  267212.00;   94400.00
1.005  ;  268980.00;  267212.00;   93432.00
1.005  ;  268980.00;  267212.00;   91728.00
1.005  ;  268980.00;  267212.00;   94304.00
1.005  ;  268980.00;  267212.00;   97588.00
1.005  ;  268980.00;  267212.00;   91580.00
1.005  ;  268980.00;  267212.00;   93476.00
1.005  ;  268980.00;  267212.00;   92204.00
1.004  ;  268980.00;  267212.00;   97400.00
1.005  ;  268980.00;  267212.00;   98188.00
1.005  ;  268980.00;  267212.00;   94304.00
1.005  ;  268980.00;  267212.00;   91636.00
1.005  ;  268980.00;  267212.00;   94864.00
1.005  ;  268980.00;  267212.00;   96632.00
1.005  ;  268980.00;  267212.00;   93356.00
1.005  ;  268980.00;  267212.00;   97056.00
1.005  ;  268980.00;  267212.00;   93792.00
1.005  ;  268980.00;  267212.00;   94888.00
1.005  ;  268980.00;  267212.00;   93412.00
1.005  ;  268980.00;  267212.00;   90484.00
1.005  ;  268980.00;  267212.00;   93064.00
1.005  ;  268980.00;  267212.00;   94380.00
1.005  ;  268980.00;  267212.00;   93380.00
1.005  ;  268980.00;  267212.00;   94160.00
1.005  ;  268980.00;  267212.00;   94348.00
1.005  ;  268980.00;  267212.00;   93188.00
1.005  ;  268980.00;  267212.00;   94956.00
1.005  ;  268980.00;  267212.00;   96144.00
1.005  ;  268980.00;  267212.00;   93704.00
1.005  ;  268980.00;  267212.00;   91504.00
1.005  ;  268980.00;  267212.00;   88744.00
1.005  ;  268980.00;  267212.00;   95976.00
1.005  ;  268980.00;  267212.00;   91604.00
1.005  ;  268980.00;  267212.00;   94864.00
1.005  ;  268980.00;  267212.00;   95784.00
1.005  ;  268980.00;  267212.00;   91836.00
1.005  ;  268980.00;  267212.00;   96936.00
1.005  ;  268980.00;  267212.00;   93792.00
1.005  ;  268980.00;  267212.00;   94800.00
1.005  ;  268980.00;  267212.00;   96528.00
1.005  ;  268980.00;  267212.00;   90900.00
1.005  ;  268980.00;  267212.00;   97140.00
1.005  ;  268980.00;  267212.00;   94336.00
1.005  ;  268980.00;  267212.00;   93384.00
1.005  ;  268980.00;  267212.00;   94484.00
1.005  ;  268980.00;  267212.00;   94672.00
1.005  ;  268980.00;  267212.00;   90040.00
1.005  ;  268980.00;  267212.00;   95188.00
1.005  ;  268980.00;  267212.00;   92760.00
1.005  ;  268980.00;  267212.00;   94496.00
1.005  ;  268980.00;  267212.00;   95196.00
1.005  ;  268980.00;  267212.00;   92680.00
1.005  ;  268980.00;  267212.00;   95956.00
1.005  ;  268980.00;  267212.00;   94856.00
1.005  ;  268980.00;  267212.00;   94168.00
1.005  ;  268980.00;  267212.00;   95612.00
1.005  ;  268980.00;  267212.00;   91368.00
1.005  ;  268980.00;  267212.00;   97060.00
1.005  ;  268980.00;  267212.00;   93700.00
1.005  ;  268980.00;  267212.00;   94808.00
1.004  ;  268980.00;  267212.00;   93124.00
1.005  ;  268980.00;  267212.00;   90956.00
1.005  ;  268980.00;  267212.00;   93560.00
1.005  ;  268980.00;  267212.00;   91316.00
1.005  ;  268980.00;  267212.00;   94056.00
1.005  ;  268980.00;  267212.00;   91596.00
1.005  ;  268980.00;  267212.00;   97832.00
1.005  ;  268980.00;  267212.00;   94032.00
1.005  ;  268980.00;  267212.00;   93944.00
1.005  ;  268980.00;  267212.00;   98720.00
1.005  ;  268980.00;  267212.00;   42892.00
1.005  ;  268980.00;  267212.00;   19772.00
1.005  ;  268980.00;  267212.00;   19476.00
1.005  ;  268980.00;  267212.00;   12020.00
1.005  ;  268980.00;  267212.00;   16644.00
1.005  ;  268980.00;  267212.00;   19416.00
1.005  ;  268980.00;  267212.00;   19096.00
1.005  ;  268980.00;  267212.00;   18644.00
1.005  ;  268980.00;  267212.00;   18468.00
1.005  ;  268980.00;  267212.00;   11340.00
1.005  ;  268980.00;  267212.00;   14964.00
1.005  ;  268980.00;  267212.00;   16556.00
1.005  ;  268980.00;  267212.00;   18096.00
1.004  ;  208688.00;  206920.00;   24796.00
1.004  ;  208688.00;  206920.00;    3796.00
1.004  ;  208688.00;  206920.00;    4664.00
1.004  ;  208688.00;  206920.00;    6504.00
1.004  ;  208688.00;  206920.00;    5024.00
1.004  ;  208688.00;  206920.00;    5168.00
1.004  ;  208688.00;  206920.00;    4920.00
1.004  ;  208688.00;  206920.00;    5064.00
1.004  ;  208688.00;  206920.00;    6572.00
1.004  ;  208688.00;  206920.00;    5548.00
1.004  ;  208688.00;  206920.00;    5280.00
1.004  ;  208688.00;  206920.00;    5928.00
1.004  ;  208688.00;  206920.00;    4892.00
1.004  ;  208688.00;  206920.00;    4792.00
1.003  ;  208688.00;  206920.00;    6352.00
1.004  ;  208688.00;  206920.00;    4940.00
1.004  ;  208688.00;  206920.00;    6192.00
1.004  ;  208688.00;  206920.00;    4640.00
1.004  ;  208688.00;  206920.00;    4828.00
